client_code;product_name;top;push_notification
31;Карта для путешествий;4;"Дамир, в Алматы осень — время планировать зимние путешествия 🍂✈️ С нашей картой для путешествий вы вернёте 47 167 ₸ кешбэком в год на поездках. Настроим карту — и пусть кешбэк работает?"
32;Кредитная карта;1;"Алия, с таким ритмом жизни в Астане кафе, рестораны и такси явно ваши лучшие друзья 🍴🚕 Кредитная карта вернёт до 1 142 239 ₸ в год кешбэком. Настроим карту — и пусть она работает на вас?"
32;Премиальная карта;2;"Алия, осень в Астане — время уютных ресторанов и ярких покупок 🍁 С премиальной картой это ещё выгоднее: до 433 105 ₸ кешбэком в год и 4% на ювелирку и парфюмерию. Настроим?"
32;Кредит наличными;3;"Алия, кажется, осенние ветра в Астане намекают: «А не добавить ли немного финансовой свободы?» 🍂 Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год. Погнали оформим?"
32;Карта для путешествий;4;"Алия, кажется, ваши поездки из Астаны становятся всё увлекательнее 🚖✈️ За 3 месяца на транспорт ушло 299 663 ₸, а карта для путешествий вернула бы 47 946 ₸ кешбэком в год. Настроим карту?"
33;Кредитная карта;1;"Мерей, кажется, Шымкент знает толк в вкусной жизни — за 3 месяца на продукты, кафе и такси ушло 1 649 789 ₸ 🥐 Кредитная карта вернёт до 881 684 ₸ кешбэком в год. Настроим карту?"
33;Премиальная карта;2;"Мерей, шымкентская осень так и шепчет: «Пора баловать себя» 🍂 С премиальной картой — кешбэк до 279 760 ₸ в год на рестораны, парфюмерию и даже ювелирку. Настроим карту?"
33;Кредит наличными;3;"Мерей, в Шымкенте жизнь всегда кипит, а планы требуют свободы, да? 💸 Кредит наличными до 2 000 000 ₸ с выгодной ставкой поможет сэкономить 80 000 ₸ в год. Погнали оформим?"
33;Карта для путешествий;4;"Мерей, шымкентский воздух зовёт в приключения? ✈️ С картой для путешествий вернёте 37 924 ₸ в год на кешбэке за поездки и такси. Настроим карту — и пусть каждый билет в отпуск окупается?"
34;Кредитная карта;1;"Инкар, похоже, кафе и рестораны Караганды стали вашими любимыми местами — за 3 месяца вы потратили 1 528 325 ₸! 😋 С кредитной картой вернёте до 853 609 ₸ кешбэком в год. Настроим карту?"
34;Премиальная карта;2;"Инкар, осень в Караганде — время уютных кафе и стильных обновок 🍂 А как насчёт кешбэка до 255 137 ₸ в год? Премиальная карта вернёт за рестораны и покупки больше, чем вы ожидали. Настроим карту?"
34;Кредит наличными;3;"Инкар, в Караганде осень — время уютных планов и горячего чая 🍂 А как насчёт планов покрупнее? Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год. Погнали оформим?"
34;Карта для путешествий;4;"Инкар, путешествия — это как карагандинская осень: красивые, но быстро заканчиваются 🍂 А с картой для путешествий вы вернёте 43 184 ₸ кешбэком за год. Настроим карту — и пусть поездки радуют?"
35;Кредитная карта;1;"Самат, в Алматы осень — время уютных кафе и вкусных ужинов 🍂 А если добавить сюда до 10% кешбэка? Кредитная карта вернёт до 1 116 978 ₸ в год. Настроить карту — и пусть кешбэк работает!"
35;Премиальная карта;2;"Самат, в Алматы осень — время уютных ресторанов и ювелирных подарков ✨ А премиальная карта вернёт до 415 759 ₸ кешбэком за ваши траты. Настраиваем карту — пусть кешбэк работает?"
35;Кредит наличными;3;"Самат, осень в Алматы — время горячего чая и тёплых решений 🍂 Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год на процентах. Оформим онлайн или заглянете в отделение?"
35;Карта для путешествий;4;"Самат, путешествия из Алматы — это всегда вдохновение! ✈️ А с картой для путешествий вы ещё и 49 156 ₸ сэкономите на кешбэке за год. Настроим карту — и пусть она работает на ваши поездки?"
36;Кредитная карта;1;"Назым, как там осень в Усть-Каменогорске — уже пьёте горячий кофе в любимом кафе? ☕️ С нашей кредитной картой вернётся до 785 200 ₸ кешбэком в год на кафе, еду и такси. Настроим карту?"
36;Премиальная карта;2;"Назым, осень в Усть-Каменогорске — самое время радовать себя уютом и вкусом 🍁 Премиальная карта вернёт до 239 629 ₸ кешбэком в год, а ещё экономит на комиссиях. Настроим карту — и пусть кешбэк работает?"
36;Кредит наличными;3;"Назым, осень в Усть-Каменогорске — время уютных планов и горячего чая 🍂 А что, если добавить к этому свободу? Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ на процентах в год. Оформим онлайн?"
36;Карта для путешествий;4;"Назым, Усть-Каменогорск как будто создан для новых маршрутов 🚕🚞✈️ А с ""Картой для путешествий"" вы вернёте 42 705 ₸ кешбэком в год — такси, поезда, самолёты работают на вас! Настроим карту?"
37;Кредитная карта;1;"Гульнар, кажется, Алматы знает толк в уютных кафе и вкусных ужинах — за 3 месяца вы потратили 1 530 411 ₸ на еду и такси! 🍽 Кредитная карта вернёт до 839 548 ₸ кешбэком в год. Настроим вместе?"
37;Премиальная карта;2;"Гульнар, в Алматы осенью всё ещё хочется тепла, как на летней террасе ресторана 🌞 А премиальная карта вернёт до 792 374 ₸ в год кешбэком на рестораны, ювелирку и не только. Настроим карту вместе?"
37;Кредит наличными;3;"Гульнар, осень в Алматы — время пледов, чая и планов 🍂 Может, пора исполнить что-то большое? Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год. Начнём?"
37;Карта для путешествий;4;"Гульнар, кажется, Алматы зовёт в новое путешествие — а ваша карта ещё не помогает экономить? ✈️ С нашей ""Картой для путешествий"" вернётся до 37 395 ₸ кешбэком в год. Настроим карту — и пусть кешбэк работает?"
38;Кредитная карта;1;"Серик, кажется, в Астане знают толк в хорошей еде и поездках — за 3 месяца на кафе, продукты и такси ушло 2 106 187 ₸! 🍽️ Кредитная карта вернёт до 1 079 273 ₸ кешбэком в год. Настроим карту?"
38;Премиальная карта;2;"Серик, кажется, в Астане знают толк в стиле — особенно, если речь о ювелирке и ресторанах ✨ С премиальной картой до 528 219 ₸ кешбэком в год вернётся на ваши удовольствия. Настроим карту?"
38;Депозит Сберегательный (защита KDIF);3;"Серик, в Астане осень — это время согревающих чаёв и мудрых решений 🍂 Депозит «Сберегательный» на 3 828 052 ₸ принесёт вам 631 629 ₸ за год. Максимум дохода — минимум движений. Оформим?"
38;Депозит Накопительный;4;"Серик, в Астане осень как будто шепчет: «Время собирать накопления» 🍂 А с депозитом ""Накопительный"" ваши 3 828 052 ₸ принесут +593 348 ₸ за год — красиво, правда? Как насчёт настроить? 😊"
39;Кредитная карта;1;"Ляззат, в Костанае осень — время уютных вечеров и вкусных посиделок 🍂 За 3 месяца на кафе, продукты и такси ушло 1 409 853 ₸. Кредитная карта вернёт до 834 517 ₸ кешбэком в год. Настроим карту?"
39;Премиальная карта;2;"Ляззат, похоже, рестораны и шопинг в Костанае — ваши лучшие друзья 🍴💎 Премиальная карта вернёт вам до 257 432 ₸ кешбэком в год, а ещё сэкономит на комиссиях. Настроим карту?"
39;Кредит наличными;3;"Ляззат, костанайская осень располагает к уюту — пледы, кофе и планы на будущее 🍂 А как насчёт кредита наличными на всё задуманное? До 2 000 000 ₸ сэкономят вам 80 000 ₸ в год. Оформим легко — онлайн или в отделении!"
39;Карта для путешествий;4;"Ляззат, кажется, Костанай зовёт вас в новые путешествия 🚖✈️! С картой для путешествий можно вернуть до 39 521 ₸ кешбэком за год — такси, поезда, самолёты, всё включено. Настроим карту?"
40;Кредитная карта;1;"Асхат, павлодарские кафе явно не дают скучать — за 3 месяца вы потратили 1 791 867 ₸ на вкусности и поездки 🚖 Кредитная карта вернёт до 903 125 ₸ кешбэком в год. Настроим карту?"
40;Премиальная карта;2;"Асхат, кажется, Павлодар зовёт вас в модный ресторан или ювелирный салон ✨ С премиальной картой вернётся до 291 802 ₸ кешбэком в год — и никакой комиссии за снятия! Настроим?"
40;Кредит наличными;3;"Асхат, павлодарская осень — время больших планов и горячего чая ☕ А как насчёт кредита до 2 000 000 ₸? Ставка снижает расходы на 80 000 ₸ в год. Всё просто: без залога и справок. Начнём?"
40;Карта для путешествий;4;"Асхат, кажется, Павлодар зовёт вас в новое путешествие 🌍 С нашей картой для путешествий вы сэкономите 48 787 ₸ в год на кешбэке с любимых поездок. Настроим карту — и пусть кешбэк работает?"
41;Кредитная карта;1;"Сандугаш, в Шымкенте так вкусно, что на продукты, кафе и такси вы потратили 1 619 423 ₸ за 3 месяца 😋 Кредитная карта вернёт до 902 764 ₸ кешбэком в год. Настроим карту?"
41;Премиальная карта;2;"Сандугаш, в Шымкенте так солнечно, что и кошелёк не должен скучать ☀️ Премиальная карта вернёт до 275 420 ₸ кешбэком в год, плюс экономия на комиссиях. Настроим карту — пусть деньги работают?"
41;Кредит наличными;3;"Сандугаш, в Шымкенте осень — время планов и обновлений 🍂 А как насчёт кредита до 2 000 000 ₸? Экономия 80 000 ₸ в год на процентах и никаких залогов. Оформим онлайн за пару минут?"
41;Карта для путешествий;4;"Сандугаш, говорят, в Шымкенте весна — это время мечтать о путешествиях 🌸 А с вашей любовью к поездкам карта для путешествий вернёт 39 881 ₸ кешбэком в год. Настроим её?"
42;Кредитная карта;1;"Рустем, в Алматы осень — время уютных кафе и долгих прогулок 🍂 За 3 месяца вы потратили 2 390 488 ₸ на рестораны, такси и продукты. Кредитная карта вернёт до 1 204 599 ₸ кешбэком в год. Настроим карту?"
42;Премиальная карта;2;"Рустем, в Алматы осень — время уютных ресторанов и новых ароматов 🍂 А с премиальной картой ваш кешбэк может составить до 443 936 ₸ в год. Настроим карту — и пусть кешбэк работает на вас?"
42;Депозит Сберегательный (защита KDIF);3;"Рустем, алматинское солнце греет, но ваши сбережения могут греть ещё сильнее ☀️ Депозит под 16,5% годовых принесёт +138 816 ₸ за год на 841 308 ₸. Готовы дать деньгам поработать? 😊"
42;Депозит Накопительный;4;"Рустем, осень в Алматы — время уютных прогулок и планов на будущее 🍂 А что если планы начнут приносить доход? Депозит под 15,5% годовых добавит +130 403 ₸ к вашим 841 308 ₸ за год. Попробуем?"
43;Премиальная карта;1;"Нуртас, кажется, в Астане особенно вкусно ужинают — вы тратите на рестораны 1 679 619 ₸ в год 😋 Премиальная карта вернёт до 345 243 ₸ кешбэком и сэкономит на комиссиях. Настроим?"
43;Кредитная карта;2;"Нуртас, кажется, в Астане знают толк в хорошей еде — за 3 месяца на продукты и кафе ушло 1 488 579 ₸ 😋 Кредитная карта вернёт до 842 388 ₸ кешбэком за год. Настроим карту — и пусть кешбэк работает?"
43;Кредит наличными;3;"Нуртас, кажется, в Астане осень зовёт к обновлениям — может, пришло время для чего-то нового? 🍂 Кредит наличными до 2 000 000 ₸ поможет с любыми планами, а экономия — до 80 000 ₸ в год. Попробуем оформить?"
43;Карта для путешествий;4;"Нуртас, похоже, поездки — ваше второе имя! 🚆 За 3 месяца вы потратили 217 372 ₸ на путешествия. А с нашей картой для путешествий могли бы вернуть 34 780 ₸ кешбэком за год. Настроим карту?"
44;Премиальная карта;1;"Айнагуль, осень в Алматы — время уютных кафе и тёплых покупок 🍂 А с премиальной картой можно вернуть до 338 746 ₸ кешбэком в год! Подключим карту — и пусть каждый чек работает на вас?"
44;Кредитная карта;2;"Айнагуль, в Алматы осень — время уютных кафе и тёплых встреч 🍂 А знаете, что ваша кредитная карта может вернуть до 831 945 ₸ кешбэком в год? Настраиваем любимые категории и начинаем экономить!"
44;Кредит наличными;3;"Айнагуль, осень в Алматы — время пледа, кофе и уютных планов 🍂 А если в планах что-то крупное, кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год. Оформим онлайн?"
44;Карта для путешествий;4;"Айнагуль, кажется, Алматы зовёт покорять новые горизонты — за последние 3 месяца вы потратили 255 734 ₸ на поездки! 🚕 ✈️ Карта для путешествий вернёт вам 40 917 ₸ в год кешбэком. Настроим и пусть поездки радуют?"
45;Кредитная карта;1;"Диана, кажется, Караганда готовится к обновлению — за 3 месяца на ремонт дома ушло 3 960 224 ₸! 🛠️ Кредитная карта вернёт до 1 584 090 ₸ кешбэком в год. Настроим карту и пусть экономия работает?"
45;Премиальная карта;2;"Диана, магазины Караганды точно знают вас в лицо — за год вы потратили 37,2 млн ₸ 😌 А ведь премиальная карта вернёт до 1,2 млн ₸ кешбэком! Настроим карту и начнём экономить?"
45;Кредит наличными;3;"Диана, в Караганде осень — время уютных планов ☕ А если планы требуют чуть больше свободы, чем зарплата, кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год. Попробуем оформить?"
45;Карта для путешествий;4;"Диана, кажется, Караганда зовёт в отпуск — билеты, такси, чемодан мечты 🧳 А с картой для путешествий вернёте 61 561 ₸ кешбэком за год. Настроим карту — и пусть кешбэк работает?"
46;Премиальная карта;1;"Арсен, кызылординское солнце светит ярко — а с премиальной картой можно светить ещё ярче 🌟! Кешбэк до 349 404 ₸ в год и 2–4% на всё приятное: рестораны, парфюмерию, ювелирку. Настроим карту?"
46;Кредитная карта;2;"Арсен, кажется, Кызылорда знает толк в вкусной жизни — за 3 месяца на продукты, кафе и такси ушло 1 509 736 ₸ 🥙 Кредитная карта вернёт до 830 958 ₸ кешбэком в год. Настроим?"
46;Кредит наличными;3;"Арсен, кажется, осень в Кызылорде — самое время для новых планов 🍂 Кредит наличными до 2 000 000 ₸ с выгодной ставкой сэкономит вам 80 000 ₸ в год. Оформим онлайн или в отделении?"
46;Карта для путешествий;4;"Арсен, путешествия из Кызылорды — это как плов: всегда хочется добавки 😏 С картой для путешествий вернётся до 36 765 ₸ кешбэком в год на поездки и транспорт. Настроим карту — и пусть кешбэк работает?"
47;Премиальная карта;1;"Камшат, в Таразе осень — самое время для уютных ужинов и стильных обновок 🍂 А с премиальной картой вы можете вернуть до 370 199 ₸ кешбэком в год, плюс сэкономить на комиссиях. Настроим карту?"
47;Кредитная карта;2;"Камшат, кажется, Тараз знает, как жить вкусно: 1 614 132 ₸ на продукты, кафе и такси за 3 месяца 🍴 Кредитная карта вернёт до 836 124 ₸ кешбэком в год. Настроим карту?"
47;Кредит наличными;3;"Камшат, осень в Таразе — время уютных планов под горячий чай 🍂 А что, если добавить немного свободы в бюджет? Кредит наличными до 2 000 000 ₸ экономит 80 000 ₸ в год на процентах. Оформим онлайн или заглянете в отделение?"
47;Карта для путешествий;4;"Камшат, кажется, Тараз зовёт вас в новые приключения! 🚖✈️ С картой для путешествий вернёте 72 114 ₸ кешбэком в год на поездках и транспорте. Настроим карту — и пусть кешбэк работает?"
48;Премиальная карта;1;"Ержан, кажется, в Павлодаре скоро откроют музей выгодных покупок — ваши траты на ювелирные изделия и рестораны уже тянут на экспозицию 😏 Премиальная карта вернёт до 345 682 ₸ кешбэком в год. Настроим карту?"
48;Кредитная карта;2;"Ержан, похоже, Павлодар знает, как насладиться жизнью: за 3 месяца на кафе, продукты и такси ушло 1 426 985 ₸! 🍴 Кредитная карта вернёт до 776 239 ₸ кешбэком в год. Настроим карту?"
48;Кредит наличными;3;"Ержан, осень в Павлодаре — время строить планы и мечтать о большем 🍂 Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ на процентах за год. Погнали оформим?"
48;Карта для путешествий;4;"Ержан, кажется, Павлодар зовёт в большое путешествие! ✈️ С картой для путешествий вы могли бы вернуть 43 397 ₸ кешбэком за год — такси, поезда, самолёты теперь ещё выгоднее. Настроим карту?"
49;Кредитная карта;1;"Амина, в Алматы осень — время уютных кафе и вкусных ужинов 🍂 За 3 месяца вы потратили на кафе, продукты и такси 1 654 133 ₸. Кредитная карта вернёт до 874 824 ₸ кешбэком в год. Настроим карту?"
49;Премиальная карта;2;"Амина, в Алматы сейчас осень, а значит — время согревать себя уютом и радовать приятными мелочами 🍂 Премиальная карта вернёт до 314 394 ₸ кешбэком за год. Настроим карту и сделаем ваш год чуть теплее?"
49;Карта для путешествий;3;"Амина, кажется, Алматы зовёт в новые путешествия! ✈️ С картой для путешествий вы вернёте до 99 051 ₸ кешбэком за год — такси, поезда, самолёты и даже транспорт. Настроим карту?"
49;Кредит наличными;4;"Амина, в Алматы осень — время тёплого чая и больших планов 🍂 Если для мечты нужно чуть больше средств, кредит наличными до 2 000 000 ₸ поможет сэкономить 80 000 ₸ в год. Погнали оформим?"
50;Кредитная карта;1;"Тимурлан, кажется, в Астане после вкусного ужина и поездки на такси хочется побаловать себя ещё и кешбэком 😉 Кредитная карта вернёт до 1 130 744 ₸ в год. Настроим карту — и пусть кешбэк работает?"
50;Премиальная карта;2;"Тимурлан, в Астане — как и в жизни — главное выбрать правильный маршрут 😉 Премиальная карта вернёт вам до 516 383 ₸ кешбэком в год, плюс экономия на комиссиях. Настроим карту?"
50;Депозит Сберегательный (защита KDIF);3;"Тимурлан, в Астане осень — идеальное время для уютных планов, правда? 🍂 А как насчёт плана на +257 324 ₸ за год? Депозит под 16,5% годовых — и деньги работают сами. Оформим?"
50;Депозит Накопительный;4;"Тимурлан, осень в Астане — время уютных планов и тёплых идей 🍁 А как насчёт идеи с доходностью 15,5%? Депозит принесёт 241 728 ₸ в год с 1 559 538 ₸. Пора начинать копить с комфортом?"
51;Кредитная карта;1;"Жанат, Шымкент знает толк в вкусной жизни, а вы — в её поддержке 😏 За 3 мес. на продукты, кафе и такси ушло 1 384 745 ₸. С кредитной картой вернётся до 780 822 ₸ кешбэком в год. Настроим карту?"
51;Премиальная карта;2;"Жанат, что-то подсказывает, что в Шымкенте вы знаете, как наслаждаться жизнью! 😏 С премиальной картой можете вернуть до 252 843 ₸ кешбэком в год — это как ужин в любимом ресторане за счёт банка. Настроим карту?"
51;Кредит наличными;3;"Жанат, кажется, в Шымкенте все знают, что мечты сбываются быстрее с правильным подходом 😉 Кредит наличными до 2 000 000 ₸ с экономией 80 000 ₸ в год — звучит как план, правда? Заглянем в приложение?"
51;Карта для путешествий;4;"Жанат, Шымкент всегда зовёт в дорогу — то в Алматы на выходные, то на море ✈️ А карта для путешествий вернёт вам 38 808 ₸ кешбэком в год на поездках и такси. Настроим и поедем?"
52;Кредитная карта;1;"Милана, жить в Алматы — это искусство наслаждаться моментами: уютное кафе, вечер с друзьями, поездка на такси 🚕 С кредитной картой вернётся до 1 089 910 ₸ кешбэком в год. Настроим карту?"
52;Премиальная карта;2;"Милана, в Алматы осень — самое время для уютных вечеров и ресторанных ужинов 🍷 А с премиальной картой вы вернёте до 495 255 ₸ кешбэком в год — и ни копейки комиссии. Настроим карту?"
52;Депозит Сберегательный (защита KDIF);3;"Милана, осень в Алматы — самое время для уютных решений 🍂 Депозит под 16,5% годовых принесёт вам +248 054 ₸ за год с суммы 1 503 357 ₸. Идеально, если готовы «заморозить» средства. Оформим?"
52;Депозит Накопительный;4;"Милана, в Алматы осень такая уютная, что хочется планировать не только вечер с пледом, но и будущее 😊 ""Депозит Накопительный"" под 15,5% годовых — +233 020 ₸ к вашим 1 503 357 ₸ за год. Откроем?"
53;Кредитная карта;1;"Расул, походы в кафе и такси делают жизнь в Караганде быстрее и вкуснее 😉 А кредитная карта вернёт до 809 498 ₸ кешбэком в год! Настроим любимые категории — и пусть кешбэк работает?"
53;Премиальная карта;2;"Расул, как думаете, сколько кешбэка можно собрать за год в Караганде? 🤔 С премиальной картой — до 271 717 ₸, а ещё экономия на комиссиях и бонусы за рестораны. Настроим карту?"
53;Кредит наличными;3;"Расул, осень в Караганде — время тепла и уюта, но иногда хочется немного больше свободы 💭 Кредит наличными до 2 000 000 ₸ поможет сэкономить 80 000 ₸ в год. Оформим онлайн или в отделении?"
53;Карта для путешествий;4;"Расул, путешествовать из Караганды стало ещё выгоднее! 🚖 Самолёты, поезда, такси — и 4% кешбэка на всё. Экономия до 50 401 ₸ в год. Настроим карту — и пусть кешбэк работает?"
54;Кредитная карта;1;"Виктория, в Усть-Каменогорске осень — время уютных кафе и походов за вкусностями 🍵 А кредитная карта вернёт вам до 1 248 351 ₸ кешбэком в год на любимые кафе, продукты и отели. Настроим карту?"
54;Премиальная карта;2;"Виктория, говорят, в Усть-Каменогорске осень — время уютных кафе и ювелирных витрин. А с премиальной картой ваш кешбэк может вырасти до 650 128 ₸ в год! Настроим карту — и пусть выгода работает? 😊"
54;Депозит Сберегательный (защита KDIF);3;"Виктория, кажется, в Усть-Каменогорске осень — идеальное время, чтобы деньги работали на вас 🍂 Депозит со ставкой 16,5% принесёт 248 110 ₸ за год. Готовы ""заморозить"" средства ради такого дохода? 😊"
54;Депозит Накопительный;4;"Виктория, осень в Усть-Каменогорске — самое время для уютных планов 🍁 А с «Депозитом Накопительным» под 15,5% ваш счёт вырастет на 233 073 ₸ за год. Настроим накопления?"
55;Кредитная карта;1;"Асель, кафе на Арбате и уютные ужины дома явно радуют — на еду и рестораны ушло 2 019 171 ₸ за 3 месяца 🍴 Кредитная карта вернёт до 1 023 938 ₸ кешбэком в год. Настроим карту?"
55;Премиальная карта;2;"Асель, в Алматы осень как будто создана для уютных вечеров и вкусных ужинов 🍷 А с нашей премиальной картой вы вернёте до 463 388 ₸ кешбэком в год — за рестораны, парфюмерию и даже ювелирные изделия. Настроим карту?"
55;Депозит Сберегательный (защита KDIF);3;"Асель, в Алматы осень такая уютная, что даже финансы хочется «укутать» потеплее 🍂 Депозит со ставкой 16,5% принесёт вам +278 512 ₸ за год — просто за то, что средства «отдыхают». Оформим?"
55;Депозит Накопительный;4;"Асель, осень в Алматы — время уютных вечеров и тёплых планов 🍂 А что если под 15,5% годовых ваш депозит принесёт +261 633 ₸ за год? Никаких забот, только рост. Попробуем настроить?"
56;Кредитная карта;1;"Нуркен, кажется, Астана знает, как вас побаловать — за 3 месяца вы оставили в кафе, магазинах и отелях 1 591 541 ₸ 😋 С кредитной картой вернётся до 864 521 ₸ кешбэком в год. Настроим?"
56;Премиальная карта;2;"Нуркен, в Астане жизнь кипит, а с премиальной картой ваш кошелёк тоже начнёт жить на полную! 🔥 До 305 672 ₸ кешбэка в год: рестораны, ювелирка, парфюм — всё с выгодой. Настроим карту?"
56;Карта для путешествий;3;"Нуркен, в Астане осень — время строить планы и мечтать о новых горизонтах ✈️ С нашей картой для путешествий вернётся 93 108 ₸ кешбэком в год. Такси, самолёты, поезда — всё под контролем. Настроим карту?"
56;Кредит наличными;4;"Нуркен, в Астане осенью хочется тепла и комфорта, а не считать каждый тенге 🔥 Кредит наличными до 2 000 000 ₸ поможет сэкономить 80 000 ₸ в год. Оформим онлайн или заскочите в отделение?"
57;Кредитная карта;1;"Жания, прогулки по Павлодару становятся ещё уютнее, когда знаешь, что кафе и рестораны возвращают до 10 % кешбэком! 🍰 Ваша выгода — до 1 129 913 ₸ в год. Настроим карту?"
57;Премиальная карта;2;"Жания, в Павлодаре осень, кажется, идеальное время для уютных ужинов и маленьких радостей ✨ С премиальной картой вы могли бы вернуть 411 069 ₸ кешбэком за год! Настроим карту?"
57;Депозит Сберегательный (защита KDIF);3;"Жания, в Павлодаре осень так и манит уютными вечерами с чашкой чая 🍂 А что если на этих вечерах ваши 752 594 ₸ начнут ""работать""? Депозит под 16,5% даст доход 124 178 ₸ за год. Оформим — и пусть деньги растут?"
57;Депозит Накопительный;4;"Жания, в Павлодаре осень — время уютных планов и горячего чая 🍂 А как насчёт планов на +116 652 ₸ за год? Депозит ""Накопительный"" с 15,5% годовых уже ждёт! Оформим?"
58;Кредитная карта;1;"Султан, кажется, кафе и такси в Караганде вам под guiт — 1 586 274 ₸ за 3 месяца говорят сами за себя! 🍴🚕 Кредитная карта вернёт до 886 358 ₸ кешбэком в год. Настроим карту?"
58;Премиальная карта;2;"Султан, похоже, Караганда знает, как вас вдохновить: вы потратили 1 772 022 ₸ на рестораны и подарки ✨ Премиальная карта вернёт до 265 851 ₸ кешбэком в год. Настроим?"
58;Кредит наличными;3;"Султан, осень в Караганде — самое время для уютных планов 🍁 А вдруг вашим мечтам нужно чуть больше свободы? Кредит наличными до 2 000 000 ₸ сэкономит 80 000 ₸ в год на процентах. Погнали оформим?"
58;Карта для путешествий;4;"Султан, путешествия из Караганды — это же целая эпопея! 🚖✈️🚉 А с картой для путешествий вы сэкономите 34 333 ₸ в год на кешбэке за билеты и такси. Настроим карту — и пусть мир станет ближе?"
59;Кредитная карта;1;"Динара, алматинские кафе явно знают вас в лицо — за 3 месяца ушло 2 217 515 ₸ 😋 Кредитная карта вернёт до 1 087 127 ₸ кешбэком в год — вкусно сэкономим? Настроим карту?"
59;Премиальная карта;2;"Динара, в Алматы осень — время уютных ужинов и маленьких радостей 🍂 А премиальная карта вернёт вам до 522 834 ₸ кешбэком в год за рестораны, парфюмерию и даже ювелирку. Настроим карту?"
59;Депозит Сберегательный (защита KDIF);3;"Динара, осень в Алматы — время уютных чаепитий и мудрых решений 🍂 А как насчёт ""заморозить"" 2 366 190 ₸ и заработать 390 421 ₸ за год? Депозит со ставкой 16,5% сделает всё за вас. Попробуем оформить?"
59;Депозит Накопительный;4;"Динара, осень в Алматы — самое время для уютных планов 🍂 А с ""Депозитом Накопительным"" ваши 2 366 190 ₸ принесут +366 759 ₸ за год под 15,5%. Пополняйте и копите с выгодой! Оформим?"
60;Кредитная карта;1;"Ермек, кажется, Кызылорда знает, как вы любите вкусно поесть и быстро доехать 😉 На продукты, кафе и такси за 3 месяца ушло 1 519 407 ₸. Кредитная карта вернёт вам до 826 888 ₸ кешбэком в год. Настроим карту?"
60;Премиальная карта;2;"Ермек, кажется, в Кызылорде всё вкуснее с премиальной картой 😏 Рестораны, парфюмерия, ювелирка — кешбэк до 4%, а за год можно вернуть 271 845 ₸. Настроим карту?"
60;Кредит наличными;3;"Ермек, кажется, в Кызылорде даже воздух вдохновляет на обновления 🌟 Почему бы не добавить финансовой свободы? Кредит наличными до 2 000 000 ₸ сэкономит вам 80 000 ₸ в год. Попробуем оформить?"
60;Карта для путешествий;4;"Ермек, кажется, Кызылорда зовёт в путешествия! 🚖 За 3 месяца на поездки ушло 256 746 ₸ — а с нашей картой для путешествий вы бы вернули 41 079 ₸ кешбэком за год. Настроим карту?"
